과목명,학년,구분,개설학과,시수,과목코드,교수,시간
서양의 법사상,4,전공(심화),인문대학 철학과,3/3/0,1112-4017,김수배,월14:00~16:00(인0123)| 수14:00~15:00(인0123)
철학 교수법 및 평가,4,전공(심화),인문대학 철학과,2/2/0,1112-4018,허현숙,수18:00~20:00(인0130)
미래설계상담1,1,전공(기초),사회과학대학 도시·자치융합학과,0/0/0,1130-1001,김상민,
자치행정학원론,1,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1138-1001,최진혁,화15:00~16:30(사강305)| 수15:00~16:30(사강305)
행정의 이해,1,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1138-1002,김종성,월15:00~16:30(사강305)| 화10:30~12:00(사강305)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 도시·자치융합학과,1/1/0,1138-7001,김상민,수14:00~15:00(사강305)
미래설계상담3,2,전공(기초),사회과학대학 도시·자치융합학과,0/0/0,1130-2001,김상민,
헌법,2,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1137-2003,양정윤,목10:00~13:00(사강304)
지방정책론,2,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1137-2011,김찬동,월16:30~18:00(사강304)| 수13:30~15:00(사강304)
지역사회 및 지역개발론,2,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1137-3010,김상민,월15:00~16:30(사강304)| 수15:00~16:30(사강304)
자치행정조직론,2,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1138-2002,김종성,월10:30~12:00(사강304)| 화15:00~16:30(사강304)
미래설계상담5,3,전공(기초),사회과학대학 도시·자치융합학과,0/0/0,1130-3001,김상민,
민법총칙,3,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1137-2002,양정윤,목15:00~18:00(사강305)
지방정치론,3,전공(핵심),사회과학대학 도시·자치융합학과,3/3/0,1137-3005,김찬동,월13:30~15:00(사강305)| 화16:30~18:00(사강305)
행정언어논리1,3,전공(심화),사회과학대학 도시·자치융합학과,3/3/0,1138-3001,박종덕,화13:30~15:00(사강305)| 목13:30~15:00(사강305)
미래설계상담1,1,전공(기초),사회과학대학 행정학부,0/0/0,1130-1001,김선경,
미래설계상담2,1,전공(기초),사회과학대학 행정학부,0/0/0,1130-1002,김선경,
행정학원론,1,전공(핵심),사회과학대학 행정학부,3/3/0,1137-1003,박수경,화15:00~16:00(사강301)| 목16:00~18:00(사강301)
행정학원론,1,전공(핵심),사회과학대학 행정학부,3/3/0,1137-1003,박수경,화16:00~18:00(사강301)| 목15:00~16:00(사강301)
행정학개론,1,교양(핵심),사회과학대학 행정학부,3/3/0,1137-7001,김경식,수12:00~13:30(사강301)| 목12:00~13:30(사강301)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 행정학부,1/1/0,1137-7002,김선경,수10:00~11:00(사0115)
미래설계상담3,2,전공(기초),사회과학대학 행정학부,0/0/0,1130-2001,김선경,
정책학개론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2001,한동숙,월13:00~14:00(사강202)| 수13:00~15:00(사강202)
정책학개론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2001,한동숙,화15:00~17:00(사강102)| 목15:00~16:00(사강102)
인사행정론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2004,최도림,화16:30~18:00(사강202)| 수16:30~18:00(사강202)
행정기획론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2006,이찬구,월15:00~17:00(사강102)| 화17:00~18:00(사강102)
행정기획론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2006,이찬구,화10:00~12:00(사강202)| 수11:00~12:00(사강202)
헌법,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2014,심경수,월09:00~12:00(사강202)
전자정부론,2,전공(심화),사회과학대학 행정학부,3/3/0,1137-2015,김선경,화11:00~12:00(사강301)| 금10:00~12:00(사강202)
조사방법론,2,전공(핵심),사회과학대학 행정학부,3/3/0,1137-2016,윤영채,화13:30~15:00(사강301)| 목13:30~15:00(사강301)
미래설계상담5,3,전공(기초),사회과학대학 행정학부,0/0/0,1130-3001,김선경,
행정법총론,3,전공(핵심),사회과학대학 행정학부,3/3/0,1137-3001,최인호,월14:00~17:00(사강202)
한국행정론,3,전공(핵심),사회과학대학 행정학부,3/3/0,1137-3002,이제경,수16:30~18:00(사강301)| 목16:30~18:00(사강202)
정부기업관계론,3,전공(심화),사회과학대학 행정학부,3/3/0,1137-3006,배관표,목09:00~12:00(사강202)
지역개발론,3,전공(심화),사회과학대학 행정학부,3/3/0,1137-3014,김현,화15:00~16:30(사강202)| 수15:00~16:30(사강202)
도시행정론,3,전공(핵심),사회과학대학 행정학부,3/3/0,1137-3015,김선경,월10:00~12:00(사강203)| 수11:00~12:00(사강301)
행정문제와 자료해석,3,전공(심화),사회과학대학 행정학부,3/3/0,1137-3026,전용일,수12:00~15:00(사강102)
지방재정론,3,전공(핵심),사회과학대학 행정학부,3/3/0,1137-3031,이제경,화13:30~15:00(사강202)| 목13:30~15:00(사강202)
지방행정론,4,전공(심화),사회과학대학 행정학부,3/3/0,1137-2024,김선경,화10:00~11:00(사강301)| 목10:00~12:00(사강301)
자치행정연습,4,전공(심화),사회과학대학 행정학부,3/3/0,1137-4012,김상민,월10:30~12:00(사강305)| 화13:30~15:00(사강304)
위기관리론,4,전공(심화),사회과학대학 행정학부,3/3/0,1137-4013,김현,월12:00~14:00(사강301)| 화12:00~13:00(사강301)
공공감사의 이해,4,전공(심화),사회과학대학 행정학부,3/3/0,1137-4020,이제경,화09:00~10:00(사강202)| 수09:00~11:00(사강202)
성과관리론,4,전공(심화),사회과학대학 행정학부,3/3/0,1137-4021,최도림,월14:00~15:30(사강301)| 수14:00~15:30(사강301)
미래설계상담1,1,전공(기초),사회과학대학 사회학과,0/0/0,1130-1001,최인이,
조사연구방법,1,전공(기초),사회과학대학 사회학과,3/3/0,1131-1001,박혜경,월10:30~12:00(사0108)| 수10:30~12:00(사0108)
사회학개론,1,전공(기초),사회과학대학 사회학과,3/3/0,1131-1003,최인이,화13:30~15:00(사0108)| 목13:30~15:00(사0108)
문화인류학,1,교양(핵심),사회과학대학 사회학과,3/3/0,1131-7001,우상권,목10:30~13:30(사0108)
인권의사회학,1,교양(핵심),사회과학대학 사회학과,3/3/0,1131-7002,오현미,화15:00~16:30(사강302)| 목15:00~16:30(사강302)
사회학적상상력,1,교양(핵심),사회과학대학 사회학과,3/3/0,1131-7007,박혜경,월12:00~13:30(사0108)| 수12:00~13:30(사0108)
성과문화,1,교양(핵심),사회과학대학 사회학과,3/3/0,1131-7011,오현미,화12:00~13:30(사강302)| 목12:00~13:30(사강302)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 사회학과,1/1/0,1131-7012,최인이,화15:00~16:00(사0108)
미래설계상담3,2,전공(기초),사회과학대학 사회학과,0/0/0,1130-2001,최인이,
현대사회학이론,2,전공(핵심),사회과학대학 사회학과,3/3/0,1131-2003,정선기,월13:30~15:00(사강302)| 수13:30~15:00(사강302)
발전사회학,2,전공(핵심),사회과학대학 사회학과,3/3/0,1131-2004,박찬종,월16:30~18:00(사0108)| 수16:30~18:00(사0108)
기초사회통계,2,전공(기초),사회과학대학 사회학과,3/3/0,1131-2006,황선재,화15:00~16:30(사0220)| 목15:00~16:30(사0220)
현대사회문제,2,전공(핵심),사회과학대학 사회학과,3/3/0,1131-2009,소준철,월10:30~12:00(사강204)| 화10:30~12:00(사강204)
가족사회학,2,전공(핵심),사회과학대학 사회학과,3/3/0,1131-2011,김주현,화16:30~18:00(사0108)| 목16:30~18:00(사0108)
한국사회사,3,전공(핵심),사회과학대학 사회학과,3/3/0,1110-3001,박찬종,월13:30~15:00(사0108)| 수13:30~15:00(사0108)
미래설계상담5,3,전공(기초),사회과학대학 사회학과,0/0/0,1130-3001,최인이,
사회계층,3,전공(핵심),사회과학대학 사회학과,3/3/0,1131-3005,권오용,월10:30~12:00(사강302)| 수10:30~12:00(사강302)
사회조사실습1,3,전공(기초),사회과학대학 사회학과,3/2/2,1131-3010,황선재,수15:00~17:00(사강302)| 수17:00~19:00(사강302)
사회학특강,3,전공(심화),사회과학대학 사회학과,3/3/0,1131-3016,소준철,월12:00~13:30(사강204)| 화12:00~13:30(사강204)
질적연구방법,3,전공(핵심),사회과학대학 사회학과,3/3/0,1131-3021,최인이,화16:30~18:00(사강405)| 목16:30~18:00(사강405)
일반사회논술,3,전공(심화),사회과학대학 사회학과,2/2/0,1131-3023,전자배,금10:00~12:00(사강302)
지역사회와 정책,3,전공(심화),사회과학대학 사회학과,3/3/0,1727-0002,김주현,화13:30~15:00(사0115)| 목13:30~15:00(사0115)
비교문화론,4,전공(심화),사회과학대학 사회학과,3/3/0,1131-4002,권오용,월09:00~10:30(사강302)| 수09:00~10:30(사강302)
시민사회와사회운동,4,전공(심화),사회과학대학 사회학과,3/3/0,1131-4005,정선기,월16:30~18:00(사강302)| 화16:30~18:00(사강302)
정보사회학,4,전공(심화),사회과학대학 사회학과,3/3/0,1131-4008,박혜경,월15:00~16:30(사0108)| 수15:00~16:30(사0108)
일반사회교수법및평가,4,전공(심화),사회과학대학 사회학과,2/2/0,1131-4015,전자배,금13:00~15:00(사강302)
미래설계상담1,1,전공(기초),사회과학대학 문헌정보학과,0/0/0,1130-1001,곽승진,
문헌 정보학 개론,1,전공(기초),사회과학대학 문헌정보학과,3/3/0,1132-1002,곽승진,월13:30~15:00(사0109)| 수13:30~15:00(사0109)
독서지도입문,1,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-1004,최재이,화15:00~18:00(사0111)
현대인의 독서치료,1,,사회과학대학 문헌정보학과,3/3/0,1132-7001,서기자,화13:30~15:00(사강101)| 목13:30~15:00(사강101)
지식사회와 정보활용,1,,사회과학대학 문헌정보학과,3/3/0,1132-7004,나병준,화10:30~13:30(사0109)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 문헌정보학과,1/1/0,1132-7005,곽승진,수16:30~17:30(사0109)
미래설계상담3,2,전공(기초),사회과학대학 문헌정보학과,0/0/0,1130-2001,곽승진,
서지학개론,2,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-2003,김순희,월10:30~12:00(사0111)| 수10:30~12:00(사0111)
정보문해,2,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-2004,나병준,화15:00~18:00(사0109)
도서관경영,2,전공(기초),사회과학대학 문헌정보학과,3/3/0,1132-2005,박현희,금13:30~16:30(사0220)
정보자료목록론,2,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-2010,이성숙,화10:30~12:00(사강102)| 목10:30~12:00(사강102)
이용자연구론,2,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-2013,박형주,화13:30~15:00(사0109)| 목13:30~15:00(사0109)
정보서비스론,2,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-3010,곽승진,월15:00~16:30(사0109)| 수15:00~16:30(사0109)
미래설계상담5,3,전공(기초),사회과학대학 문헌정보학과,0/0/0,1130-3001,곽승진,
디지털도서관,3,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-3004,곽승진,월10:30~12:00(사0109)| 수10:30~12:00(사0109)
지식조직론,3,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-3005,이영인,목10:30~13:30(사0111)
공공 및 학교도서관 경영,3,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-3014,박현희,금10:30~13:30(사0220)
데이터베이스설계,3,전공(핵심),사회과학대학 문헌정보학과,3/3/0,1132-3019,이석형,월16:30~18:00(사0220)| 수16:30~18:00(사0220)
자료보존론,3,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-3020,김순희,월15:00~16:30(사0111)| 수15:00~16:30(사0111)
문헌정보학특강,4,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-4001,이성숙,월10:30~12:00(사강102)| 수10:30~12:00(사강102)
기록학특강,4,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-4008,김형국,화15:00~16:30(사강204)| 목15:00~16:30(사강204)
데이터사이언스와 소셜데이터분석,4,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-4014,박형주,화16:30~18:00(사0220)| 목16:30~18:00(사0220)
분석데이터탐색,4,전공(심화),사회과학대학 문헌정보학과,3/3/0,1132-4015,이석형,월15:00~16:30(사0220)| 수15:00~16:30(사0220)
미래설계상담1,1,전공(기초),사회과학대학 심리학과,0/0/0,1130-1001,한석원,
심리학개론,1,전공(기초),사회과학대학 심리학과,3/3/0,1133-1002,한석원,월15:00~18:00(사0115)
심리학개론,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7001,전우영,월09:00~10:30(사강101)| 수09:00~10:30(사강101)
심리학개론,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7001,김수현,화13:30~15:00(교204A)| 목12:00~13:30(교204A)
심리학개론,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7001,김주영,금09:00~12:00(사0109)
심리학개론,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7001,임지은,금13:00~16:00(사0114)
정신건강,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7002,이운영,월10:30~12:00(교209A)| 수09:00~10:30(교209A)
정신건강,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7002,김주은,화16:30~18:00(사강303)| 목13:30~15:00(사강303)
정신건강,1,교양(핵심),사회과학대학 심리학과,3/3/0,1133-7002,이운영,월13:30~15:00(교209A)| 수12:00~13:30(교209A)
자기조절,1,,사회과학대학 심리학과,3/3/0,1133-7004,전우영,월10:30~12:00(사강101)| 수10:30~12:00(사강101)
자기조절,1,,사회과학대학 심리학과,3/3/0,1133-7004,김남희,월09:00~12:00(사강404)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 심리학과,1/1/0,1133-7005,한석원,수09:00~10:00(사강303)
미래설계상담3,2,전공(기초),사회과학대학 심리학과,0/0/0,1130-2001,한석원,
아동심리학,2,전공(심화),사회과학대학 심리학과,3/3/0,1133-2001,노수림,화15:00~16:30(사강405)| 목15:00~16:30(사강405)
성격심리학,2,전공(핵심),사회과학대학 심리학과,3/3/0,1133-2004,윤민지,금13:00~16:00(사강404)
사회심리학,2,전공(핵심),사회과학대학 심리학과,3/3/0,1133-2005,전우영,월13:30~15:00(사0115)| 수13:30~15:00(사0115)
감각및지각심리학Ⅰ,2,전공(핵심),사회과학대학 심리학과,3/3/0,1133-2009,민윤기,화13:30~15:00(사강302)| 목13:30~15:00(사강302)
심리통계Ⅱ,2,전공(기초),사회과학대학 심리학과,3/3/0,1133-2013,이선희,월10:30~12:00(사0115)| 화10:30~12:00(사0220)
생물심리학,2,전공(심화),사회과학대학 심리학과,3/3/0,1133-2014,한석원,화16:30~18:00(사0115)| 금10:30~12:00(사0115)
미래설계상담5,3,전공(기초),사회과학대학 심리학과,0/0/0,1130-3001,한석원,
상담심리학,3,전공(핵심),사회과학대학 심리학과,3/3/0,1133-3004,심예린,화10:30~12:00(사강303)| 수10:30~12:00(사강303)
건강심리학,3,전공(핵심),사회과학대학 심리학과,3/3/0,1133-3005,김세진,월09:00~10:30(사0115)| 화09:00~10:30(사0115)
직업상담,3,전공(핵심),사회과학대학 심리학과,3/3/0,1133-3006,배송숙,목09:00~12:00(사강303)
인사심리학,3,전공(심화),사회과학대학 심리학과,3/3/0,1133-3008,이선희,월13:30~15:00(사강303)| 화13:30~15:00(사강303)
심리검사 및 실습,3,전공(핵심),사회과학대학 심리학과,3/3/2,1133-3009,이경주,수13:30~16:30(사강303)| 금13:30~15:30(사강303)
사회문제와심리학,3,전공(심화),사회과학대학 심리학과,3/3/0,1133-3014,박은리,금09:30~12:30(사강404)
상담실습,4,전공(심화),사회과학대학 심리학과,3/3/0,1133-4003,김주은,화15:00~16:30(사강303)| 목15:00~16:30(사강303)
공학심리학,4,전공(심화),사회과학대학 심리학과,3/3/0,1133-4006,이영창,수16:30~18:00(사0115)| 금13:30~15:00(사0115)
중독심리학,4,전공(심화),사회과학대학 심리학과,3/3/0,1133-4010,김주은,목16:30~18:00(사강303)| 금10:30~12:00(사강303)
노화심리학,4,전공(심화),사회과학대학 심리학과,3/3/0,1133-4013,노수림,화16:30~18:00(사강204)| 수15:00~16:30(사강204)
인지신경심리학,4,전공(심화),사회과학대학 심리학과,3/3/0,1133-4015,정고은,월13:30~15:00(사강404)| 수13:30~15:00(사강404)
미래설계상담1,1,전공(기초),사회과학대학 언론정보학과,0/0/0,1130-1001,주은신,
언론정보학개론,1,전공(핵심),사회과학대학 언론정보학과,3/3/0,1134-1003,손병우,수09:00~10:30(사0114)| 금09:00~10:30(사0114)
영어스피치와프레젠테이션,1,전공(핵심),사회과학대학 언론정보학과,3/3/0,1134-1007,박기령,수12:00~13:30(사0114)| 목13:30~15:00(사0114)
디지털미디어와사회,1,전공(핵심),사회과학대학 언론정보학과,3/3/0,1134-1008,김형민,화15:00~16:30(사0114)| 수15:00~16:30(사0114)
소셜미디어의세계,1,,사회과학대학 언론정보학과,3/3/0,1134-7001,김재영,화13:30~15:00(사강404)| 수10:30~12:00(사강404)
언론과광고의세계,1,,사회과학대학 언론정보학과,3/3/0,1134-7006,이승선,화10:30~12:00(사0113)| 수10:30~12:00(사0113)
대학생활과 진로설계,1,교양(공통기초),사회과학대학 언론정보학과,1/1/0,1134-7007,주은신,화17:00~18:00(사0114)
미래설계상담3,2,전공(기초),사회과학대학 언론정보학과,0/0/0,1130-2001,주은신,
광고의 이해,2,전공(핵심),사회과학대학 언론정보학과,3/3/0,1134-2006,유성신,수15:00~16:30(사0115)| 목10:30~12:00(사0115)
설득과 커뮤니케이션,2,전공(핵심),사회과학대학 언론정보학과,3/3/0,1134-2009,주은신,화13:30~15:00(사0113)| 수13:30~15:00(사0113)
